filename,class,split,source_name,session_group,source_page_url,notes
wet_reflective_hard_negative/wetneg_005.jpg,wet_reflective_hard_negative,test,"openverse:flickr (CC BY 2.0, individually verified)",ses_wetneg_005,https://www.flickr.com/photos/34621580@N00/4047861939,glossy blue mosaic tile wall; domain-matched wet negative
real_painting_context/context_001.jpg,real_painting_context,train,wikimedia:Category:house_painting,ses_context_001,https://commons.wikimedia.org/?curid=125100570,"painter coating turquoise wall; wall dominates, close"
real_painting_context/context_002.jpg,real_painting_context,val,wikimedia:Category:paint_rollers,ses_context_002,https://commons.wikimedia.org/?curid=50211478,indoor rolling of white wall; medium shot
real_painting_context/context_003.jpg,real_painting_context,train,wikimedia:Category:house_painting,ses_context_003,https://commons.wikimedia.org/?curid=57041806,worker coating dark indoor wall; wall fills frame
real_painting_context/context_004.jpg,real_painting_context,train,wikimedia:Category:paint_rollers,ses_context_004,https://commons.wikimedia.org/?curid=8355969,close rolling of white indoor wall
real_painting_context/context_005.jpg,real_painting_context,test,wikimedia:Category:paint_rollers,ses_context_005,https://commons.wikimedia.org/?curid=8219314,close rolling of white wall
real_painting_context/context_006.jpg,real_painting_context,train,wikimedia:Category:paint_rollers,ses_context_006,https://commons.wikimedia.org/?curid=21418764,medium shot rolling white wall
drip_sag_overwet/drip_007.jpg,drip_sag_overwet,train,wikimedia:Category:Paint rollers,ses_drip_007,https://commons.wikimedia.org/?curid=25192476,fresh white paint running down gray wall; loaded roller in frame
drip_sag_overwet/drip_008.jpg,drip_sag_overwet,test,wikimedia:Category:Paint rollers,ses_drip_008,https://commons.wikimedia.org/?curid=25192477,red roller with red drips running down yellow wall
uniform_finish/uniform_011.jpg,uniform_finish,test,wikimedia:Category:White walls (cont.),ses_uniform_011,https://commons.wikimedia.org/?curid=128530584,even white gallery wall; small frames only
uniform_finish/uniform_012.jpg,uniform_finish,val,wikimedia:Category:White walls (cont.),ses_uniform_012,https://commons.wikimedia.org/?curid=24417889,even gray stucco; small dark hatch only
drip_sag_overwet/drip_009.jpg,drip_sag_overwet,train,"openverse:flickr (CC BY 2.0, individually verified)",ses_deanhochman,https://www.flickr.com/photos/17997843@N02/15983685512,vivid green paint runs down gray wall; fills frame
drip_sag_overwet/drip_010.jpg,drip_sag_overwet,train,wikimedia Commons file (found via Openverse; CC BY-SA 2.0),ses_drip_010,https://commons.wikimedia.org/?curid=87374312,hand roller laying fresh glossy gray paint over red; obvious heavy wet coating
drip_sag_overwet/drip_011.jpg,drip_sag_overwet,train,"openverse:flickr (CC BY 2.0, individually verified)",ses_deanhochman,https://www.flickr.com/photos/17997843@N02/32378243300,large fresh red drip with spray speckle on wall
drip_sag_overwet/drip_012.jpg,drip_sag_overwet,train,"openverse:flickr (CC BY 2.0, individually verified)",ses_drip_012,https://www.flickr.com/photos/51820557@N04/4770907494,yellow-green paint drips with beads on blue-gray wall
